Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
21071,PO BOX,GLYNDON,MD,PRIMARY,39.47,-76.81,NA-US-MD-GLYNDON,false,284,492,13865817
21636,STANDARD,GOLDSBORO,MD,PRIMARY,39.03,-75.78,NA-US-MD-GOLDSBORO,false,538,939,17521971
21536,STANDARD,GRANTSVILLE,MD,PRIMARY,39.69,-79.15,NA-US-MD-GRANTSVILLE,false,1818,3225,53377734
21638,STANDARD,GRASONVILLE,MD,PRIMARY,38.95,-76.19,NA-US-MD-GRASONVILLE,false,2365,4211,127853577
21639,STANDARD,GREENSBORO,MD,PRIMARY,38.97,-75.8,NA-US-MD-GREENSBORO,false,2035,3629,69195085
21740,STANDARD,HAGERSTOWN,MD,PRIMARY,39.63,-77.71,NA-US-MD-HAGERSTOWN,false,26284,44548,865534774
21741,PO BOX,HAGERSTOWN,MD,PRIMARY,39.63,-77.71,NA-US-MD-HAGERSTOWN,false,435,675,11170060
21742,STANDARD,HAGERSTOWN,MD,PRIMARY,39.63,-77.71,NA-US-MD-HAGERSTOWN,false,14688,25720,651749820
21746,UNIQUE,HAGERSTOWN,MD,PRIMARY,39.63,-77.71,NA-US-MD-HAGERSTOWN,false,,,
21747,PO BOX,HAGERSTOWN,MD,PRIMARY,39.63,-77.71,NA-US-MD-HAGERSTOWN,false,,,
21748,UNIQUE,HAGERSTOWN,MD,PRIMARY,39.63,-77.71,NA-US-MD-HAGERSTOWN,true,,,
21749,UNIQUE,HAGERSTOWN,MD,PRIMARY,39.63,-77.71,NA-US-MD-HAGERSTOWN,false,,,
21074,STANDARD,HAMPSTEAD,MD,PRIMARY,39.61,-76.85,NA-US-MD-HAMPSTEAD,false,7475,13625,380230959
21750,STANDARD,HANCOCK,MD,PRIMARY,39.7,-78.17,NA-US-MD-HANCOCK,false,1836,3263,56155189
21075,STANDARD,ELKRIDGE,MD,PRIMARY,39.2,-76.75,NA-US-MD-ELKRIDGE,false,11923,21407,747297729
21076,STANDARD,HANOVER,MD,PRIMARY,39.16,-76.72,NA-US-MD-HANOVER,false,5893,10451,371593023
21077,STANDARD,HARMANS,MD,PRIMARY,39.16,-76.72,NA-US-MD-HARMANS,false,,,
21078,STANDARD,HAVRE DE GRACE,MD,PRIMARY,39.54,-76.09,NA-US-MD-HAVRE DE GRACE,false,8647,14843,405004476
21830,STANDARD,HEBRON,MD,PRIMARY,38.41,-75.68,NA-US-MD-HEBRON,false,1830,3392,75927606
21640,STANDARD,HENDERSON,MD,PRIMARY,39.07,-75.76,NA-US-MD-HENDERSON,false,651,1212,23094848
21641,PO BOX,HILLSBORO,MD,PRIMARY,38.91,-75.94,NA-US-MD-HILLSBORO,false,,,
21643,STANDARD,HURLOCK,MD,PRIMARY,38.62,-75.87,NA-US-MD-HURLOCK,false,2815,4935,88412406
21082,STANDARD,HYDES,MD,PRIMARY,39.48,-76.47,NA-US-MD-HYDES,false,458,825,25515358
21644,STANDARD,INGLESIDE,MD,PRIMARY,39.12,-75.89,NA-US-MD-INGLESIDE,false,,,
21084,STANDARD,JARRETTSVILLE,MD,PRIMARY,39.6,-76.47,NA-US-MD-JARRETTSVILLE,false,3804,6986,204002723
21755,STANDARD,JEFFERSON,MD,PRIMARY,39.36,-77.53,NA-US-MD-JEFFERSON,false,2654,4903,171483661
21085,STANDARD,JOPPA,MD,PRIMARY,39.43,-76.35,NA-US-MD-JOPPA,false,8155,14309,373414675
21756,STANDARD,KEEDYSVILLE,MD,PRIMARY,39.48,-77.69,NA-US-MD-KEEDYSVILLE,false,1696,3193,89188081
21645,STANDARD,KENNEDYVILLE,MD,PRIMARY,39.3,-75.98,NA-US-MD-KENNEDYVILLE,false,472,861,15750641
21757,STANDARD,KEYMAR,MD,PRIMARY,39.59,-77.26,NA-US-MD-KEYMAR,false,1363,2417,54099464
21087,STANDARD,KINGSVILLE,MD,PRIMARY,39.44,-76.41,NA-US-MD-KINGSVILLE,false,2970,5343,173679662
21538,STANDARD,KITZMILLER,MD,PRIMARY,39.38,-79.18,NA-US-MD-KITZMILLER,false,287,543,7935442
21759,PO BOX,LADIESBURG,MD,PRIMARY,39.56,-77.26,NA-US-MD-LADIESBURG,false,,,
21762,PO BOX,LIBERTYTOWN,MD,PRIMARY,39.48,-77.24,NA-US-MD-LIBERTYTOWN,false,,,
21835,STANDARD,LINKWOOD,MD,PRIMARY,38.54,-75.94,NA-US-MD-LINKWOOD,false,,,
21090,STANDARD,LINTHICUM HEIGHTS,MD,PRIMARY,39.2,-76.66,NA-US-MD-LINTHICUM HEIGHTS,false,5033,8675,243858620
21723,STANDARD,COOKSVILLE,MD,PRIMARY,39.31,-77,NA-US-MD-COOKSVILLE,false,353,726,32230866
21765,PO BOX,LISBON,MD,PRIMARY,39.33,-77.07,NA-US-MD-LISBON,false,,,
21766,STANDARD,LITTLE ORLEANS,MD,PRIMARY,39.62,-78.38,NA-US-MD-LITTLE ORLEANS,false,297,531,8662817
21539,STANDARD,LONACONING,MD,PRIMARY,39.56,-78.97,NA-US-MD-LONACONING,false,1155,2079,35404382
21093,STANDARD,LUTHERVILLE TIMONIUM,MD,PRIMARY,39.43,-76.64,NA-US-MD-LUTHERVILLE TIMONIUM,false,19607,33490,1230358248
21094,PO BOX,LUTHERVILLE TIMONIUM,MD,PRIMARY,39.43,-76.64,NA-US-MD-LUTHERVILLE TIMONIUM,false,,,
21541,STANDARD,MC HENRY,MD,PRIMARY,39.55,-79.35,NA-US-MD-MC HENRY,false,799,1345,25196128
21088,PO BOX,LINEBORO,MD,PRIMARY,39.71,-76.84,NA-US-MD-LINEBORO,false,,,
21102,STANDARD,MANCHESTER,MD,PRIMARY,39.65,-76.89,NA-US-MD-MANCHESTER,false,5579,10360,273909430
21836,PO BOX,MANOKIN,MD,PRIMARY,38.11,-75.75,NA-US-MD-MANOKIN,false,,,
21837,STANDARD,MARDELA SPRINGS,MD,PRIMARY,38.45,-75.75,NA-US-MD-MARDELA SPRINGS,false,1188,2123,40460913
21838,STANDARD,MARION STATION,MD,PRIMARY,38.01,-75.73,NA-US-MD-MARION STATION,false,848,1537,25267238
21649,STANDARD,MARYDEL,MD,PRIMARY,39.11,-75.74,NA-US-MD-MARYDEL,false,606,1129,17819311
21105,PO BOX,MARYLAND LINE,MD,PRIMARY,39.69,-76.71,NA-US-MD-MARYLAND LINE,false,,,
21650,STANDARD,MASSEY,MD,PRIMARY,39.31,-75.81,NA-US-MD-MASSEY,false,,,
21767,STANDARD,MAUGANSVILLE,MD,PRIMARY,39.69,-77.75,NA-US-MD-MAUGANSVILLE,false,716,1197,22481660
21106,PO BOX,MAYO,MD,PRIMARY,38.89,-76.5,NA-US-MD-MAYO,false,,,
21769,STANDARD,MIDDLETOWN,MD,PRIMARY,39.44,-77.54,NA-US-MD-MIDDLETOWN,false,5454,10249,352686868
21542,PO BOX,MIDLAND,MD,PRIMARY,39.58,-78.94,NA-US-MD-MIDLAND,false,252,422,7836009
21543,PO BOX,MIDLOTHIAN,MD,PRIMARY,39.66,-78.94,NA-US-MD-MIDLOTHIAN,false,,,
21108,STANDARD,MILLERSVILLE,MD,PRIMARY,39.05,-76.64,NA-US-MD-MILLERSVILLE,false,8473,15559,585569314
21651,STANDARD,MILLINGTON,MD,PRIMARY,39.25,-75.84,NA-US-MD-MILLINGTON,false,1318,2324,44336704
21111,STANDARD,MONKTON,MD,PRIMARY,39.57,-76.58,NA-US-MD-MONKTON,false,2465,4550,193971975
21770,STANDARD,MONROVIA,MD,PRIMARY,39.35,-77.25,NA-US-MD-MONROVIA,false,2570,4816,158699822
21771,STANDARD,MOUNT AIRY,MD,PRIMARY,39.37,-77.15,NA-US-MD-MOUNT AIRY,false,14013,26546,907967152
21545,STANDARD,MOUNT SAVAGE,MD,PRIMARY,39.69,-78.88,NA-US-MD-MOUNT SAVAGE,false,933,1667,26809342
21773,STANDARD,MYERSVILLE,MD,PRIMARY,39.5,-77.56,NA-US-MD-MYERSVILLE,false,2544,4697,137859875
21840,STANDARD,NANTICOKE,MD,PRIMARY,38.27,-75.9,NA-US-MD-NANTICOKE,false,,,
21652,PO BOX,NEAVITT,MD,PRIMARY,38.72,-76.28,NA-US-MD-NEAVITT,false,,,
21841,STANDARD,NEWARK,MD,PRIMARY,38.25,-75.29,NA-US-MD-NEWARK,false,420,736,14082536
21653,PO BOX,NEWCOMB,MD,PRIMARY,38.75,-76.19,NA-US-MD-NEWCOMB,false,,,
21754,STANDARD,IJAMSVILLE,MD,PRIMARY,39.33,-77.31,NA-US-MD-IJAMSVILLE,false,2856,5498,222030088
21774,STANDARD,NEW MARKET,MD,PRIMARY,39.38,-77.27,NA-US-MD-NEW MARKET,false,5164,10243,377817171
21775,PO BOX,NEW MIDWAY,MD,PRIMARY,39.55,-77.3,NA-US-MD-NEW MIDWAY,false,,,
21776,STANDARD,NEW WINDSOR,MD,PRIMARY,39.54,-77.1,NA-US-MD-NEW WINDSOR,false,2797,5103,133536333
21901,STANDARD,NORTH EAST,MD,PRIMARY,39.6,-75.94,NA-US-MD-NORTH EAST,false,7109,12892,312880300
21550,STANDARD,OAKLAND,MD,PRIMARY,39.41,-79.41,NA-US-MD-OAKLAND,false,6233,11196,185755353
21842,STANDARD,OCEAN CITY,MD,PRIMARY,38.33,-75.08,NA-US-MD-OCEAN CITY,false,6586,9748,166772974
21843,PO BOX,OCEAN CITY,MD,PRIMARY,38.33,-75.08,NA-US-MD-OCEAN CITY,false,783,1138,20356852
21113,STANDARD,ODENTON,MD,PRIMARY,39.06,-76.69,NA-US-MD-ODENTON,false,14195,24516,856243960
21555,STANDARD,OLDTOWN,MD,PRIMARY,39.54,-78.61,NA-US-MD-OLDTOWN,false,767,1402,22669065
21117,STANDARD,OWINGS MILLS,MD,PRIMARY,39.41,-76.79,NA-US-MD-OWINGS MILLS,false,25767,43195,1520024734
21654,STANDARD,OXFORD,MD,PRIMARY,38.68,-76.17,NA-US-MD-OXFORD,false,695,1155,32914735
21120,STANDARD,PARKTON,MD,PRIMARY,39.65,-76.67,NA-US-MD-PARKTON,false,3423,6466,233306249
21849,STANDARD,PARSONSBURG,MD,PRIMARY,38.38,-75.47,NA-US-MD-PARSONSBURG,false,1599,2797,55982626
21122,STANDARD,PASADENA,MD,PRIMARY,39.11,-76.55,NA-US-MD-PASADENA,false,29046,51804,1554364968
21123,PO BOX,PASADENA,MD,PRIMARY,39.11,-76.55,NA-US-MD-PASADENA,false,330,545,14645535
21128,STANDARD,PERRY HALL,MD,PRIMARY,39.4,-76.47,NA-US-MD-PERRY HALL,false,6253,11387,377063700
21130,PO BOX,PERRYMAN,MD,PRIMARY,39.46,-76.2,NA-US-MD-PERRYMAN,false,,,
21902,PO BOX,PERRY POINT,MD,PRIMARY,39.6,-75.95,NA-US-MD-PERRY POINT,false,,,
21903,STANDARD,PERRYVILLE,MD,PRIMARY,39.57,-76.06,NA-US-MD-PERRYVILLE,false,2774,4847,121601769
21131,STANDARD,PHOENIX,MD,PRIMARY,39.5,-76.56,NA-US-MD-PHOENIX,false,3644,6905,357033383
21556,PO BOX,PINTO,MD,PRIMARY,39.54,-78.89,NA-US-MD-PINTO,false,,,
21850,STANDARD,PITTSVILLE,MD,PRIMARY,38.39,-75.41,NA-US-MD-PITTSVILLE,false,1292,2290,42785126
21852,PO BOX,POWELLVILLE,MD,PRIMARY,38.32,-75.37,NA-US-MD-POWELLVILLE,false,,,
21851,STANDARD,POCOMOKE CITY,MD,PRIMARY,38.06,-75.56,NA-US-MD-POCOMOKE CITY,false,3441,5977,105001707
21777,STANDARD,POINT OF ROCKS,MD,PRIMARY,39.27,-77.53,NA-US-MD-POINT OF ROCKS,false,680,1298,46647350
21904,STANDARD,PORT DEPOSIT,MD,PRIMARY,39.6,-76.11,NA-US-MD-PORT DEPOSIT,false,3277,5905,145760683
21655,STANDARD,PRESTON,MD,PRIMARY,38.71,-75.9,NA-US-MD-PRESTON,false,2435,4360,87133681
21853,STANDARD,PRINCESS ANNE,MD,PRIMARY,38.2,-75.69,NA-US-MD-PRINCESS ANNE,false,3613,6140,103262134
21132,STANDARD,PYLESVILLE,MD,PRIMARY,39.68,-76.37,NA-US-MD-PYLESVILLE,false,1262,2367,60405448
21856,STANDARD,QUANTICO,MD,PRIMARY,38.32,-75.79,NA-US-MD-QUANTICO,false,452,805,16671832
21657,STANDARD,QUEEN ANNE,MD,PRIMARY,38.91,-75.95,NA-US-MD-QUEEN ANNE,false,555,1028,22865868
21658,STANDARD,QUEENSTOWN,MD,PRIMARY,38.98,-76.15,NA-US-MD-QUEENSTOWN,false,1836,3300,98444886
21133,STANDARD,RANDALLSTOWN,MD,PRIMARY,39.37,-76.8,NA-US-MD-RANDALLSTOWN,false,13776,23423,585249014
21557,STANDARD,RAWLINGS,MD,PRIMARY,39.53,-78.88,NA-US-MD-RAWLINGS,false,842,1524,25768478
21857,PO BOX,REHOBETH,MD,PRIMARY,38.03,-75.66,NA-US-MD-REHOBETH,false,,,
21136,STANDARD,REISTERSTOWN,MD,PRIMARY,39.45,-76.81,NA-US-MD-REISTERSTOWN,false,16276,28903,958857142
21659,STANDARD,RHODESDALE,MD,PRIMARY,38.59,-75.79,NA-US-MD-RHODESDALE,false,463,806,14076790
21139,PO BOX,RIDERWOOD,MD,PRIMARY,39.4,-76.6,NA-US-MD-RIDERWOOD,false,,,
21660,STANDARD,RIDGELY,MD,PRIMARY,38.94,-75.88,NA-US-MD-RIDGELY,false,1749,3123,63673701
21911,STANDARD,RISING SUN,MD,PRIMARY,39.69,-76.06,NA-US-MD-RISING SUN,false,5011,9243,216135392
21140,STANDARD,RIVA,MD,PRIMARY,38.94,-76.58,NA-US-MD-RIVA,false,1733,3133,122656390
21661,STANDARD,ROCK HALL,MD,PRIMARY,39.14,-76.24,NA-US-MD-ROCK HALL,false,1281,2140,37376176
21778,STANDARD,ROCKY RIDGE,MD,PRIMARY,39.61,-77.33,NA-US-MD-ROCKY RIDGE,false,524,951,22828381
21779,STANDARD,ROHRERSVILLE,MD,PRIMARY,39.43,-77.65,NA-US-MD-ROHRERSVILLE,false,435,796,18761601
21662,STANDARD,ROYAL OAK,MD,PRIMARY,38.74,-76.17,NA-US-MD-ROYAL OAK,false,415,722,23020481
21780,STANDARD,SABILLASVILLE,MD,PRIMARY,39.7,-77.45,NA-US-MD-SABILLASVILLE,false,721,1300,28548736
21781,PO BOX,SAINT JAMES,MD,PRIMARY,39.57,-77.82,NA-US-MD-SAINT JAMES,false,,,
21624,PO BOX,CLAIBORNE,MD,PRIMARY,38.82,-76.28,NA-US-MD-CLAIBORNE,false,,,
21647,STANDARD,MCDANIEL,MD,PRIMARY,38.82,-76.28,NA-US-MD-MCDANIEL,false,,,
21663,STANDARD,SAINT MICHAELS,MD,PRIMARY,38.78,-76.22,NA-US-MD-SAINT MICHAELS,false,1687,2855,76085334
21801,STANDARD,SALISBURY,MD,PRIMARY,38.37,-75.58,NA-US-MD-SALISBURY,false,11863,20691,470634058
21802,PO BOX,SALISBURY,MD,PRIMARY,38.37,-75.58,NA-US-MD-SALISBURY,false,669,1035,19385432
21803,PO BOX,SALISBURY,MD,PRIMARY,38.37,-75.58,NA-US-MD-SALISBURY,false,,,
21804,STANDARD,SALISBURY,MD,PRIMARY,38.37,-75.58,NA-US-MD-SALISBURY,false,16135,27098,539218439
21664,PO BOX,SECRETARY,MD,PRIMARY,38.6,-75.94,NA-US-MD-SECRETARY,false,333,596,10716897
21144,STANDARD,SEVERN,MD,PRIMARY,39.13,-76.69,NA-US-MD-SEVERN,false,15073,27098,842085438
21146,STANDARD,SEVERNA PARK,MD,PRIMARY,39.08,-76.57,NA-US-MD-SEVERNA PARK,false,12624,23707,902644194
21782,STANDARD,SHARPSBURG,MD,PRIMARY,39.45,-77.74,NA-US-MD-SHARPSBURG,false,1995,3567,85112177
21861,PO BOX,SHARPTOWN,MD,PRIMARY,38.53,-75.72,NA-US-MD-SHARPTOWN,false,391,686,12716706
21665,STANDARD,SHERWOOD,MD,PRIMARY,38.74,-76.32,NA-US-MD-SHERWOOD,false,,,
21862,STANDARD,SHOWELL,MD,PRIMARY,38.39,-75.21,NA-US-MD-SHOWELL,false,,,
21150,PO BOX,SIMPSONVILLE,MD,PRIMARY,39.18,-76.88,NA-US-MD-SIMPSONVILLE,false,,,
21783,STANDARD,SMITHSBURG,MD,PRIMARY,39.65,-77.57,NA-US-MD-SMITHSBURG,false,4105,7642,186231945
21863,STANDARD,SNOW HILL,MD,PRIMARY,38.17,-75.39,NA-US-MD-SNOW HILL,false,2292,3963,74632789
21152,STANDARD,SPARKS GLENCOE,MD,PRIMARY,39.54,-76.68,NA-US-MD-SPARKS GLENCOE,false,2843,4930,210265635
21560,PO BOX,SPRING GAP,MD,PRIMARY,39.59,-78.69,NA-US-MD-SPRING GAP,false,,,
21153,PO BOX,STEVENSON,MD,PRIMARY,39.42,-76.7,NA-US-MD-STEVENSON,false,494,825,42120859
21666,STANDARD,STEVENSVILLE,MD,PRIMARY,38.99,-76.3,NA-US-MD-STEVENSVILLE,false,6002,10970,353503521
21667,STANDARD,STILL POND,MD,PRIMARY,39.32,-76.05,NA-US-MD-STILL POND,false,,,
21864,STANDARD,STOCKTON,MD,PRIMARY,38.05,-75.4,NA-US-MD-STOCKTON,false,293,522,9373767
21154,STANDARD,STREET,MD,PRIMARY,39.65,-76.34,NA-US-MD-STREET,false,3080,5563,141327786
21668,STANDARD,SUDLERSVILLE,MD,PRIMARY,39.18,-75.85,NA-US-MD-SUDLERSVILLE,false,753,1369,26293074
21561,STANDARD,SWANTON,MD,PRIMARY,39.47,-79.21,NA-US-MD-SWANTON,false,1163,2108,36892619
21784,STANDARD,SYKESVILLE,MD,PRIMARY,39.37,-76.97,NA-US-MD-SYKESVILLE,false,17735,33098,1090741182
21787,STANDARD,TANEYTOWN,MD,PRIMARY,39.65,-77.16,NA-US-MD-TANEYTOWN,false,5024,9033,195175957
21669,PO BOX,TAYLORS ISLAND,MD,PRIMARY,38.46,-76.3,NA-US-MD-TAYLORS ISLAND,false,,,
21670,PO BOX,TEMPLEVILLE,MD,PRIMARY,39.13,-75.76,NA-US-MD-TEMPLEVILLE,false,,,
21788,STANDARD,THURMONT,MD,PRIMARY,39.62,-77.4,NA-US-MD-THURMONT,false,5781,10306,258491401
21671,STANDARD,TILGHMAN,MD,PRIMARY,38.69,-76.33,NA-US-MD-TILGHMAN,false,388,655,12382380
21672,STANDARD,TODDVILLE,MD,PRIMARY,38.27,-76.05,NA-US-MD-TODDVILLE,false,,,
21673,STANDARD,TRAPPE,MD,PRIMARY,38.65,-76.05,NA-US-MD-TRAPPE,false,1536,2710,58332201
21790,STANDARD,TUSCARORA,MD,PRIMARY,39.26,-77.5,NA-US-MD-TUSCARORA,false,,,
21865,STANDARD,TYASKIN,MD,PRIMARY,38.32,-75.87,NA-US-MD-TYASKIN,false,,,
21866,PO BOX,TYLERTON,MD,PRIMARY,37.96,-76.01,NA-US-MD-TYLERTON,false,,,
21791,STANDARD,UNION BRIDGE,MD,PRIMARY,39.56,-77.17,NA-US-MD-UNION BRIDGE,false,2504,4524,105999345
21792,PO BOX,UNIONVILLE,MD,PRIMARY,39.51,-77.11,NA-US-MD-UNIONVILLE,false,,,
21155,STANDARD,UPPERCO,MD,PRIMARY,39.57,-76.8,NA-US-MD-UPPERCO,false,1251,2185,60848058
21867,PO BOX,UPPER FAIRMOUNT,MD,PRIMARY,38.1,-75.79,NA-US-MD-UPPER FAIRMOUNT,false,,,
21156,STANDARD,UPPER FALLS,MD,PRIMARY,39.43,-76.4,NA-US-MD-UPPER FALLS,false,,,
21869,STANDARD,VIENNA,MD,PRIMARY,38.48,-75.82,NA-US-MD-VIENNA,false,442,755,11525129
21793,STANDARD,WALKERSVILLE,MD,PRIMARY,39.48,-77.35,NA-US-MD-WALKERSVILLE,false,4848,8844,247624989
21912,STANDARD,WARWICK,MD,PRIMARY,39.42,-75.8,NA-US-MD-WARWICK,false,504,941,26522262
21540,STANDARD,LUKE,MD,PRIMARY,39.47,-79.06,NA-US-MD-LUKE,false,,,
21562,STANDARD,WESTERNPORT,MD,PRIMARY,39.48,-79.04,NA-US-MD-WESTERNPORT,false,1353,2374,39554164
21794,STANDARD,WEST FRIENDSHIP,MD,PRIMARY,39.3,-76.95,NA-US-MD-WEST FRIENDSHIP,false,1129,2181,106477379
21157,STANDARD,WESTMINSTER,MD,PRIMARY,39.57,-77,NA-US-MD-WESTMINSTER,false,17088,30270,825614671
21158,STANDARD,WESTMINSTER,MD,PRIMARY,39.57,-77,NA-US-MD-WESTMINSTER,false,9983,18082,485160426
21871,STANDARD,WESTOVER,MD,PRIMARY,38.12,-75.7,NA-US-MD-WESTOVER,false,862,1524,24815480
21890,UNIQUE,WESTOVER,MD,PRIMARY,38.12,-75.7,NA-US-MD-WESTOVER,false,,,
21872,STANDARD,WHALEYVILLE,MD,PRIMARY,38.4,-75.3,NA-US-MD-WHALEYVILLE,false,352,604,10669251
21160,STANDARD,WHITEFORD,MD,PRIMARY,39.7,-76.34,NA-US-MD-WHITEFORD,false,1178,2155,52306320
21161,STANDARD,WHITE HALL,MD,PRIMARY,39.65,-76.56,NA-US-MD-WHITE HALL,false,2734,5010,150744905
21162,STANDARD,WHITE MARSH,MD,PRIMARY,39.38,-76.45,NA-US-MD-WHITE MARSH,false,1850,3333,86494489
21874,STANDARD,WILLARDS,MD,PRIMARY,38.39,-75.34,NA-US-MD-WILLARDS,false,1059,1866,34263062
21795,STANDARD,WILLIAMSPORT,MD,PRIMARY,39.59,-77.81,NA-US-MD-WILLIAMSPORT,false,4490,7944,169722890
21676,STANDARD,WITTMAN,MD,PRIMARY,38.78,-76.3,NA-US-MD-WITTMAN,false,,,
21797,STANDARD,WOODBINE,MD,PRIMARY,39.33,-77.06,NA-US-MD-WOODBINE,false,4156,7881,287462295
21798,STANDARD,WOODSBORO,MD,PRIMARY,39.53,-77.31,NA-US-MD-WOODSBORO,false,1191,2188,63105970
21104,STANDARD,MARRIOTTSVILLE,MD,PRIMARY,39.35,-76.89,NA-US-MD-MARRIOTTSVILLE,false,2247,4406,225617430
21163,STANDARD,WOODSTOCK,MD,PRIMARY,39.32,-76.87,NA-US-MD-WOODSTOCK,false,3208,6104,234683182
21648,STANDARD,MADISON,MD,PRIMARY,38.5,-76.22,NA-US-MD-MADISON,false,,,
21677,STANDARD,WOOLFORD,MD,PRIMARY,38.5,-76.18,NA-US-MD-WOOLFORD,false,,,
21678,STANDARD,WORTON,MD,PRIMARY,39.29,-76.11,NA-US-MD-WORTON,false,1082,1876,34959376
21679,STANDARD,WYE MILLS,MD,PRIMARY,38.91,-76.08,NA-US-MD-WYE MILLS,false,272,500,12326306
21875,STANDARD,DELMAR,MD,PRIMARY,38.45,-75.57,NA-US-MD-DELMAR,false,2981,5235,105266691
20105,STANDARD,ALDIE,VA,PRIMARY,38.97,-77.64,NA-US-VA-ALDIE,false,4505,9002,401364322
22301,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,5833,9510,505036256
22302,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,9228,14016,698515715
22303,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,7629,11138,384457665
22304,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,24436,36149,1411232938
22305,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,7659,11846,433460264
22306,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,14727,24752,677818140
22307,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,5371,8807,412097114
22308,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,5907,11463,523761901
22309,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,15138,26104,784814682
22310,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,14495,24434,926738978
22311,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,9579,13985,452919197
22312,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,15430,24759,721315617
22313,PO BOX,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,364,478,16842666
22314,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,16772,24141,1436938085
22315,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,13589,23414,1021427087
22320,PO BOX,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,,,
22331,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,,,
22332,STANDARD,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,,,
22333,UNIQUE,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,,,
22334,UNIQUE,ALEXANDRIA,VA,PRIMARY,38.82,-77.08,NA-US-VA-ALEXANDRIA,false,,,
22350,UNIQUE,ALEXANDRIA,VA,PRIMARY,48.31,-2.12,NA-US-VA-ALEXANDRIA,false,,,
20106,STANDARD,AMISSVILLE,VA,PRIMARY,38.67,-77.99,NA-US-VA-AMISSVILLE,false,2234,4141,115291698
22003,STANDARD,ANNANDALE,VA,PRIMARY,38.83,-77.21,NA-US-VA-ANNANDALE,false,26394,45824,1403265774
22201,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,20312,26353,1570573667
22202,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,12207,16255,848136014
22203,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,12218,16425,778679612
22204,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,25406,38281,1228280789
22205,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,8536,14698,711061407
22206,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,11507,16010,754431804
22207,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,15204,26631,1484995039
22209,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,6810,8628,441383721
22210,PO BOX,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,,,
22211,STANDARD,FORT MYER,VA,PRIMARY,38.87,-77.07,NA-US-VA-FORT MYER,false,485,628,17724219
22212,UNIQUE,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,,,
22213,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,1532,2545,138694663
22214,STANDARD,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,,,
22215,PO BOX,ARLINGTON,VA,PRIMARY,38.87,-77.1,NA-US-VA-ARLINGTON,false,,,
